Country,State,City,Region,TotalOrders,TotalUnitsSold,GrossRevenue,NetRevenue,GlobalRevenueSharePct
IN,TELANGANA,SECUNDERABADSECUNDERABAD,India,1,1,518.00,518.00,0.000000
IN,HIMACHAL PRADESH,BARMANA,India,1,1,832.00,832.00,0.000000
IN,GOA,ANJUNA BARDEZ GO,India,2,1,413.00,413.00,0.000000
IN,TAMIL NADU,MADATHUKULAM PO,India,1,1,736.00,736.00,0.000000
IN,KERALA,KADAPRA NIRANAM,India,1,1,665.00,665.00,0.000000
IN,UTTAR PRADESH,MANJHANA,India,1,1,721.00,721.00,0.000000
IN,MAHARASHTRA,BORDI,India,1,1,419.00,419.00,0.000000
IN,UTTAR PRADESH,IFFCO CENSUS VILLAGE,India,1,1,771.00,771.00,0.000000
IN,KERALA,PULIMATH KILIMANOOR,India,1,1,399.00,399.00,0.000000
IN,WEST BENGAL,KRISHNAPUR HUGLI DISTRICT,India,1,1,635.00,635.00,0.000000
IN,UTTAR PRADESH,"NOIDA, SEC -44",India,1,1,399.00,399.00,0.000000
IN,GUJARAT,BAREJA,India,1,1,899.00,899.00,0.000000
IN,MAHARASHTRA,VASAI (WEST),India,1,1,596.00,596.00,0.000000
IN,MAHARASHTRA,KANNAD,India,1,1,399.00,399.00,0.000000
IN,UTTAR PRADESH,MAURAWAN ROAD LUCKNOW,India,1,1,696.00,696.00,0.000000
IN,ODISHA,NIMAPADA,India,1,1,599.00,599.00,0.000000
IN,TAMIL NADU,AYOTHIAPATTINAM,India,1,1,599.00,599.00,0.000000
IN,RAJASTHAN,BIDASAR,India,1,1,1115.00,1115.00,0.000000
IN,MAHARASHTRA,MUMBAI-400 062,India,1,1,301.00,301.00,0.000000
IN,KERALA,MEENADOM,India,1,1,568.00,568.00,0.000000
IN,MAHARASHTRA,"MAGARPATTA CITY , PUNE",India,1,1,824.00,824.00,0.000000
IN,ODISHA,NANDAPUR,India,1,1,475.00,475.00,0.000000
IN,RAJASTHAN,"PIPRALI, SIKAR",India,1,1,1260.00,1260.00,0.000000
IN,DELHI,NEW DELHI 110032,India,1,1,292.00,292.00,0.000000
IN,TAMIL NADU,ARANI TIRUVANNAMALAI DISTRICT,India,6,7,3625.95,3265.00,0.000000
IN,TAMIL NADU,RAJAPALAYAM VIRUDHUNAGAR DISTRICT,India,11,11,7066.00,7066.00,0.000000
IN,WEST BENGAL,RAJGANJ,India,1,0,0.00,0.00,0.000000
IN,RAJASTHAN,CHHABRA,India,1,1,759.00,759.00,0.000000
IN,TELANGANA,MAHABUBABAD,India,14,13,10174.29,8189.00,0.000000
IN,ANDHRA PRADESH,NANDYAL,India,32,26,18789.15,15918.00,0.010000
IN,MAHARASHTRA,SANGAMNER,India,11,11,8624.00,7509.00,0.000000
IN,JHARKHAND,GUMIA,India,3,2,1400.00,1400.00,0.000000
IN,MAHARASHTRA,SANPADA,India,1,1,788.00,788.00,0.000000
IN,DADRA AND NAGAR,SILVASSA,India,17,16,13008.48,12138.00,0.010000
IN,HARYANA,FATEHABAD,India,13,15,11473.00,11074.00,0.010000
IN,ODISHA,RAIGHAR,India,1,1,385.00,385.00,0.000000
IN,ANDHRA PRADESH,SOMANDEPALLE,India,3,3,1573.00,1573.00,0.000000
IN,TAMIL NADU,VEERAVANALLUR,India,2,2,788.00,788.00,0.000000
IN,UTTAR PRADESH,GREATER NOIDA WEST (NOIDA EXTENSION),India,2,2,1544.00,1544.00,0.000000
IN,KERALA,VADAKKUMMURI,India,3,3,1931.00,1931.00,0.000000
IN,UTTARAKHAND,P O PEERUMADARA DISTRICT NAINITAL,India,2,2,1687.00,1687.00,0.000000
IN,NEW DELHI,"VIKAS PURI, F BLOCK",India,9,9,3957.00,3957.00,0.000000
IN,ANDHRA PRADESH,ATCHUTAPURAM APSEZ,India,8,7,2882.00,2882.00,0.000000
IN,MAHARASHTRA,PULGAON,India,5,7,5585.00,5585.00,0.000000
IN,ODISHA,KHARIAR,India,4,4,3637.00,3637.00,0.000000
IN,TAMIL NADU,GINGEE,India,2,1,646.00,646.00,0.000000
IN,TAMIL NADU,MADUKKARAI,India,15,14,8854.10,6556.00,0.000000
IN,PUNJAB,NAYA NANGAL,India,2,2,399.00,399.00,0.000000
IN,BIHAR,MADHUBANI,India,32,29,27853.29,22048.00,0.010000
IN,HIMACHAL PRADESH,NERMAND,India,1,1,399.00,399.00,0.000000
UNITED STATES,CA,SAN DIEGO,North America,3360,10092,3075744.00,2989759.24,1.450000
IN,ODISHA,JUNAGARH,India,2,2,1535.00,1535.00,0.000000
IN,UTTAR PRADESH,JATTARI,India,1,1,399.00,399.00,0.000000
IN,HIMACHAL PRADESH,AUT,India,4,3,2962.43,2011.00,0.000000
IN,KARNATAKA,HUMNABAD,India,1,1,319.00,319.00,0.000000
IN,KERALA,KANJOOR,India,4,10,11152.10,3986.00,0.010000
IN,PUNJAB,SAMRALA,India,4,4,2921.00,2133.00,0.000000
IN,KARNATAKA,BENGALURU 560066,India,1,1,342.00,342.00,0.000000
IN,ANDHRA PRADESH,RAZOLE,India,7,7,4372.05,3713.00,0.000000
IN,MADHYA PRADESH,MULTAI,India,2,2,972.00,972.00,0.000000
IN,KERALA,PERUMBAVOOR,India,46,37,23336.39,20784.00,0.010000
IN,TAMIL NADU,KODAIKANAL,India,7,6,5387.19,4531.00,0.000000
IN,WEST BENGAL,DEBIPUR,India,3,2,742.00,742.00,0.000000
IN,UTTAR PRADESH,JAKHAURA TALBEHAT,India,1,1,788.00,0.00,0.000000
IN,KERALA,ERANHOLI,India,9,7,4763.00,4067.00,0.000000
IN,MADHYA PRADESH,KHILCHIPUR,India,2,2,1270.00,1270.00,0.000000
IN,MAHARASHTRA,KALYAN(W),India,2,2,1571.00,1571.00,0.000000
IN,KERALA,OLLUR,India,1,1,648.00,648.00,0.000000
IN,TELANGANA,DEVARKADRA,India,1,1,989.00,989.00,0.000000
IN,MADHYA PRADESH,OBAIDULLAGANJ,India,1,1,301.00,301.00,0.000000
IN,BIHAR,LAKHISARAI,India,9,7,6140.81,5677.00,0.000000
IN,MAHARASHTRA,SAHAKAR NAGAR PUNE,India,2,2,870.00,435.00,0.000000
IN,MAHARASHTRA,"MUMBAI, POWAI",India,1,1,1044.00,1044.00,0.000000
IN,TAMIL NADU,KANNANOOR,India,3,3,1594.00,1594.00,0.000000
IN,WEST BENGAL,SUKDAL,India,2,1,685.00,685.00,0.000000
IN,KERALA,"OTTAPALAM, PALAKKAD",India,1,1,725.00,725.00,0.000000
IN,KERALA,NADAPURAM,India,3,3,1921.00,1921.00,0.000000
IN,ODISHA,SONAPUR,India,7,7,4640.00,4640.00,0.000000
IN,MAHARASHTRA,KHANDALA SATARA,India,1,1,635.00,635.00,0.000000
IN,GUJARAT,"RANIP,AHMEDABAD",India,2,8,6737.00,6737.00,0.000000
IN,GUJARAT,ADALAJ,India,34,32,21838.00,21838.00,0.010000
IN,HIMACHAL PRADESH,SOLAN,India,38,36,27658.00,26923.00,0.010000
IN,KERALA,EDAPPALLY,India,13,14,7867.00,6494.00,0.000000
IN,GOA,ALDONA,India,9,9,5164.00,5164.00,0.000000
IN,MAHARASHTRA,NALASOPARA WEST,India,3,2,1710.00,1710.00,0.000000
IN,JHARKHAND,KHARKHARI,India,1,1,625.00,625.00,0.000000
IN,TELANGANA,BALLEPALLE,India,8,9,6322.10,5324.00,0.000000
IN,ASSAM,GOSSAIGAON,India,1,1,721.00,721.00,0.000000
IN,KERALA,MEENACHIL,India,3,3,1593.00,1593.00,0.000000
IN,KARNATAKA,SINDGI,India,2,3,1148.00,1148.00,0.000000
IN,TAMIL NADU,KAPPALUR SIDCO INDUSTRIAL ESTATE,India,1,2,2467.00,2467.00,0.000000
IN,GUJARAT,"R.C. TECHNICAL COLLEGE ROAD, GHATLODIA, AHMEDABAD",India,2,2,2714.00,1399.00,0.000000
IN,PUNJAB,GREATER MOHALI,India,1,1,1043.00,1043.00,0.000000
IN,TAMIL NADU,CHEYYUR,India,7,3,1966.00,1966.00,0.000000
IN,GOA,RIBANDAR,India,3,3,1392.00,1392.00,0.000000
IN,ODISHA,TALCHER THERMAL POWER STATION TOWNSHIP,India,1,1,399.00,399.00,0.000000
INDIA,NC,CHARLOTTE,Global,743,2246,717147.04,696377.04,0.340000
IN,KERALA,MAYYIL,India,3,0,1178.09,0.00,0.000000
IN,UTTAR PRADESH,KHAILAR,India,6,6,5413.00,4525.00,0.000000
IN,MANIPUR,MAYANG IMPHAL,India,2,2,1925.00,1925.00,0.000000
UNITED STATES,TX,HOUSTON,North America,3443,10347,3119377.52,3037551.41,1.470000
IN,BIHAR,POLICE STATION - BIKRAM     TEHSIL- DANAPUR,India,1,1,449.00,449.00,0.000000
IN,ANDHRA PRADESH,KANDUKUR,India,6,5,3404.67,2858.00,0.000000
IN,MAHARASHTRA,TIRORA,India,4,4,3026.00,2138.00,0.000000
IN,WEST BENGAL,"NEW TOWN , KOLKATA",India,2,1,885.00,885.00,0.000000
IN,KERALA,MALAPURAM,India,1,1,442.00,0.00,0.000000
IN,MAHARASHTRA,ROHA MIDC,India,2,2,732.00,732.00,0.000000
IN,ODISHA,"BHUBANESWAR, KHORDHA",India,1,1,468.00,468.00,0.000000
IN,MAHARASHTRA,"COMPLEX ,ANDHERI WEST,MUMBAI",India,1,1,597.00,0.00,0.000000
IN,UTTARAKHAND,SELAQUI DEHRADUN,India,1,1,1399.00,1399.00,0.000000
IN,GOA,ARPORA,India,1,1,486.00,486.00,0.000000
IN,HIMACHAL PRADESH,ARKI,India,2,2,2314.00,2314.00,0.000000
IN,MAHARASHTRA,NAIGOAN EAST,India,1,2,981.00,981.00,0.000000
IN,UTTARAKHAND,GAIRSAIN,India,1,1,574.00,574.00,0.000000
IN,ODISHA,RUPRA ROAD,India,1,1,696.00,696.00,0.000000
IN,KARNATAKA,ANKOLA,India,4,3,1835.00,1835.00,0.000000
IN,KARNATAKA,CHIKAMAGULUR DISTRICT,India,1,1,696.00,696.00,0.000000
IN,GUJARAT,BABRA,India,1,1,279.00,279.00,0.000000
IN,GOA,SANTA CRUZ,India,2,2,1427.00,1427.00,0.000000
IN,MAHARASHTRA,"BHUSAWAL,",India,2,1,759.00,759.00,0.000000
IN,UTTAR PRADESH,"NOIDA,",India,1,1,648.00,648.00,0.000000
IN,KARNATAKA,"BANGALORE,",India,2,2,331.00,331.00,0.000000
IN,TAMIL NADU,NAZERATH,India,1,1,376.00,376.00,0.000000
IN,TAMIL NADU,CHENNAI KANCHEEPURAM,India,1,2,1333.00,1333.00,0.000000
IN,ODISHA,BRAHMAPUR,India,4,4,2268.00,1731.00,0.000000
IN,TAMIL NADU,ARANI,India,1,2,1253.00,1253.00,0.000000
IN,HIMACHAL PRADESH,NERCHOWK MANDI,India,1,0,0.00,0.00,0.000000
IN,KERALA,"MEDICAL COLLEGE , CALICUT",India,1,1,832.00,832.00,0.000000
IN,KARNATAKA,SIRA,India,1,1,885.00,885.00,0.000000
IN,MAHARASHTRA,BHARSINGI,India,1,1,729.00,729.00,0.000000
IN,WEST BENGAL,ALIPURDUAT,India,4,2,2930.20,1194.00,0.000000
IN,MAHARASHTRA,MUKHED,India,1,0,0.00,0.00,0.000000
IN,HIMACHAL PRADESH,YOL,India,1,1,744.00,744.00,0.000000
IN,SIKKIM,EAST SIKKIM,India,1,0,0.00,0.00,0.000000
IN,GOA,ZUARI NAGAR,India,1,1,399.00,399.00,0.000000
IN,BIHAR,JOGBANI ARARIA BIHAR,India,1,1,962.00,962.00,0.000000
IN,WEST BENGAL,KOLKATA - 700028,India,2,2,986.00,986.00,0.000000
IN,TELANGANA,BOINPALLE,India,1,0,0.00,0.00,0.000000
IN,WEST BENGAL,SANTALDIH,India,1,1,885.00,885.00,0.000000
IN,WEST BENGAL,CONTAI,India,21,17,12524.48,10905.00,0.010000
IN,WEST BENGAL,LABHPUR,India,1,1,435.00,435.00,0.000000
IN,KERALA,PONNANI,India,11,10,6163.00,5764.00,0.000000
IN,KARNATAKA,SIDCO INDUSTRIAL ESTATE KITTUR BELAGAVI,India,1,1,692.00,692.00,0.000000
IN,KERALA,PUNNAPARA,India,13,13,7579.28,6325.00,0.000000
IN,CHHATTISGARH,DIPKA,India,3,3,1882.00,1882.00,0.000000
IN,WEST BENGAL,SONAMUKHI,India,2,2,1093.00,1093.00,0.000000
IN,MAHARASHTRA,ALLAPALLI,India,1,1,1065.00,1065.00,0.000000
IN,TELANGANA,SATHUPALLY,India,12,11,9766.00,9766.00,0.000000
IN,MAHARASHTRA,TARAPUR,India,4,3,1053.00,1053.00,0.000000
IN,DELHI,NEW DELHI-59,India,1,1,568.00,568.00,0.000000
IN,ANDHRA PRADESH,CHILAKALURIPET,India,16,12,10787.25,6936.00,0.010000
IN,KARNATAKA,ALUR,India,4,2,2717.72,0.00,0.000000
IN,TAMIL NADU,KUNDRATHUR,India,2,2,655.00,655.00,0.000000
IN,MADHYA PRADESH,BANMOR MORENA,India,1,0,0.00,0.00,0.000000
IN,KARNATAKA,MOODUBELLE,India,2,1,735.00,735.00,0.000000
INDIA,OH,COLUMBUS,Global,767,2356,710502.70,690782.73,0.330000
IN,MAHARASHTRA,KALWAN,India,2,1,1452.57,744.00,0.000000
IN,ODISHA,BHAWANIPATNA,India,15,14,9104.00,8383.00,0.000000
IN,CHHATTISGARH,KIRANDUL,India,1,0,0.00,0.00,0.000000
IN,GUJARAT,VIRPUR,India,2,1,916.00,916.00,0.000000
IN,RAJASTHAN,SAWAI MADHOPUR,India,17,15,9159.00,8533.00,0.000000
IN,ANDHRA PRADESH,VISAKHAPATANAM,India,2,3,3290.00,3290.00,0.000000
IN,BIHAR,ARARIYA,India,1,1,635.00,635.00,0.000000
IN,KARNATAKA,MANGALORE,India,40,42,29063.36,22308.00,0.010000
IN,MADHYA PRADESH,AGAR,India,5,5,3103.00,3103.00,0.000000
IN,ODISHA,JAGASINGHPUR,India,1,1,654.00,654.00,0.000000
IN,TAMIL NADU,UDANGUDI,India,1,1,399.00,399.00,0.000000
IN,TAMIL NADU,KATPADI,India,2,0,0.00,0.00,0.000000
IN,MAHARASHTRA,"BALKUM, THANE",India,1,2,1554.00,1554.00,0.000000
IN,MAHARASHTRA,YEOLA,India,4,4,2760.00,2760.00,0.000000
IN,BIHAR,MADHEPURA,India,9,10,7628.00,7628.00,0.000000
IN,ANDHRA PRADESH,CHEBROLU,India,2,2,1391.00,1391.00,0.000000
IN,HARYANA,KANINA,India,2,2,1639.00,1115.00,0.000000
IN,MAHARASHTRA,NERUL,India,3,3,2329.00,2329.00,0.000000
IN,TELANGANA,MIYAPUR HYDERABAD,India,2,1,725.00,725.00,0.000000
IN,JAMMU & KASHMIR,"KHUMANI CHOWK,BEMINA BUDGAM",India,2,1,1442.00,1442.00,0.000000
IN,PUNJAB,"KHARAR, MOHALI",India,1,1,788.00,788.00,0.000000
IN,RAJASTHAN,JHUNJHUNUN,India,7,7,4399.00,4399.00,0.000000
IN,KARNATAKA,DAKSHINA KANNADA DISTRICT,India,1,1,824.00,824.00,0.000000
IN,WEST BENGAL,ICHAPUR,India,10,10,6689.00,3907.00,0.000000
IN,MAHARASHTRA,TALEGAON DHAMDHERE BAZAARMAIDAAN,India,1,1,696.00,696.00,0.000000
IN,KARNATAKA,SEDAM,India,7,8,6259.00,6259.00,0.000000
IN,KERALA,PUDUKAD,India,1,1,376.00,376.00,0.000000
IN,TAMIL NADU,KAMBAM,India,5,6,4830.00,4830.00,0.000000
IN,MADHYA PRADESH,BADARWAS,India,1,1,1112.00,1112.00,0.000000
IN,WEST BENGAL,PANIHATI,India,35,31,20861.14,19241.00,0.010000
IN,MAHARASHTRA,AMBERNATH [E] DISTRICT AMBERNATH,India,1,1,688.00,688.00,0.000000
IN,KARNATAKA,BENGALURU 562125,India,2,2,725.00,725.00,0.000000
IN,TAMIL NADU,NEYVELI,India,19,18,11133.00,11133.00,0.010000
IN,CHHATTISGARH,NAWAGARH JANJGIR,India,1,1,1281.00,1281.00,0.000000
IN,KARNATAKA,ANEKAL,India,1,1,885.00,885.00,0.000000
IN,UTTAR PRADESH,HANSARI JHANSI,India,1,1,424.00,424.00,0.000000
IN,MAHARASHTRA,CHANDRAPUR,India,55,50,35801.28,34067.00,0.020000
IN,RAJASTHAN,PILANI,India,2,2,1432.00,1432.00,0.000000
IN,KARNATAKA,GANJIMUTT,India,3,3,2086.00,2086.00,0.000000
IN,ANDHRA PRADESH,KUPPAM,India,9,10,5115.00,4644.00,0.000000
UNITED KINGDOM,NC,CHARLOTTE,Europe,243,723,229622.17,226697.56,0.110000
IN,MAHARASHTRA,MAJGAO SAWANTWADI,India,2,3,850.00,850.00,0.000000
IN,TAMIL NADU,THIRUVARUR,India,18,19,9980.00,9548.00,0.000000
IN,MADHYA PRADESH,"SHANKARPURI ,GWALIOR ,MORAR",India,1,1,459.00,459.00,0.000000
IN,WEST BENGAL,"SODPUR, KOLKATA",India,1,1,583.00,583.00,0.000000
IN,WEST BENGAL,BETHUADAHARI,India,2,2,1505.00,1505.00,0.000000
IN,UTTAR PRADESH,BHOJIPURA,India,1,1,376.00,376.00,0.000000
IN,UTTAR PRADESH,"GAUTAM BUDH NAGAR , NOIDA",India,1,1,625.00,625.00,0.000000
IN,MAHARASHTRA,MUMBAI-400051,India,2,2,2213.00,2213.00,0.000000
IN,CHHATTISGARH,PATAN,India,3,5,2261.00,1360.00,0.000000
IN,TAMIL NADU,ANNAMALAI NAGAR,India,3,5,2290.00,2290.00,0.000000
IN,MAHARASHTRA,DOMBIVILLI EAST,India,1,2,1318.00,1318.00,0.000000
IN,JHARKHAND,MAHAGAMA,India,1,1,345.00,345.00,0.000000
IN,KARNATAKA,PUTTUR DK,India,1,1,458.00,458.00,0.000000
IN,ODISHA,"BARANG, DADHAPATNA",India,1,1,699.00,699.00,0.000000
IN,KERALA,PERAMBRA,India,1,1,307.00,307.00,0.000000
IN,JAMMU & KASHMIR,SOPORE,India,1,1,859.00,859.00,0.000000
IN,RAJASTHAN,ANTAH,India,7,13,10552.00,10552.00,0.000000
IN,UTTAR PRADESH,BAHERI,India,4,5,3067.00,3067.00,0.000000
IN,SIKKIM,NAMCHI BAZAAR,India,1,2,1295.00,1295.00,0.000000
IN,KERALA,"KALPETTA, WAYANAD",India,2,2,1206.00,1206.00,0.000000
IN,KERALA,VAZHAYUR,India,1,1,435.00,435.00,0.000000
IN,PUDUCHERRY,"PILLAIARKUPPAM,  MANAPET POST",India,1,1,499.00,499.00,0.000000
IN,ANDHRA PRADESH,ATTILLI,India,2,2,1374.00,1374.00,0.000000
IN,TAMIL NADU,"RANIPET, VELLORE",India,1,1,442.00,442.00,0.000000
IN,WEST BENGAL,"DEBIPUR, PANAGARH",India,1,1,1186.00,1186.00,0.000000
IN,TELANGANA,NEREDUCHERLA,India,1,1,1125.00,1125.00,0.000000
IN,WEST BENGAL,KANDIKANDI,India,1,1,471.00,471.00,0.000000
IN,UTTAR PRADESH,KALINAGAR,India,1,1,292.00,292.00,0.000000
IN,ANDHRA PRADESH,YENAMADURRU,India,1,1,353.00,353.00,0.000000
IN,UTTAR PRADESH,PURA ACCHAI PHULPUR  ALLAHABAD,India,1,1,1186.00,1186.00,0.000000
IN,MAHARASHTRA,UMARKHED,India,1,1,735.00,735.00,0.000000
IN,ANDHRA PRADESH,BOMMURU RAJAHMUNDRY,India,1,1,434.00,434.00,0.000000
IN,GUJARAT,VADODARA - 390019,India,1,1,518.00,518.00,0.000000
IN,PUNJAB,BHISIANA,India,1,1,633.00,633.00,0.000000
IN,WEST BENGAL,KOLKATA 56,India,1,1,709.00,709.00,0.000000
IN,KERALA,P.O.CHIRAKKAL,India,1,1,1115.00,1115.00,0.000000
IN,HARYANA,"HSIIDC SOHNA, GURUGRAM",India,1,1,459.00,459.00,0.000000
IN,UTTAR PRADESH,GR NOIDA,India,1,1,423.00,423.00,0.000000
IN,TAMIL NADU,CHENAI,India,1,1,715.00,715.00,0.000000
IN,UTTAR PRADESH,BILSI,India,1,0,856.19,0.00,0.000000
IN,MAHARASHTRA,DAHANU WEST,India,1,1,799.00,799.00,0.000000
IN,TELANGANA,"MEHDIPATNAM, HYDERABAD",India,1,1,530.00,530.00,0.000000
IN,MAHARASHTRA,KALACHOWKI MUMBAI,India,1,2,612.00,612.00,0.000000
IN,GUJARAT,"SHELA, AHMEDABAD",India,1,1,709.00,709.00,0.000000
IN,TELANGANA,MUNAGALA,India,1,1,435.00,435.00,0.000000
IN,MADHYA PRADESH,DHAMNOD,India,1,1,534.00,534.00,0.000000
IN,TELANGANA,SANGAREDDY DISTRICT,India,1,1,744.00,744.00,0.000000
IN,ANDHRA PRADESH,NARASAPUR,India,13,13,8986.00,8101.00,0.000000
IN,TAMIL NADU,KANCHIPURAM,India,80,88,49970.43,47997.00,0.020000
IN,NAGALAND,CHUMUKEDIMA,India,8,7,5259.00,4879.00,0.000000
IN,ANDHRA PRADESH,PALACOLE,India,15,14,9115.57,8547.00,0.000000
IN,MAHARASHTRA,"SAHAR ROAD, ANDHERI-EAST, MUMBAI",India,3,3,1197.00,798.00,0.000000
IN,TAMIL NADU,CHENNNAI,India,3,3,2053.00,1282.00,0.000000
IN,KERALA,KATTANAM,India,7,7,3813.00,3813.00,0.000000
IN,MAHARASHTRA,BHIWANDI,India,84,73,50028.63,44483.00,0.020000
IN,KERALA,KRISHNAPURAM,India,4,4,2094.00,1741.00,0.000000
IN,MAHARASHTRA,DAPOLI,India,11,11,5221.00,4763.00,0.000000
IN,ODISHA,TARBHA,India,2,2,399.00,399.00,0.000000
IN,ANDHRA PRADESH,TADA,India,2,2,1419.00,1419.00,0.000000
IN,KERALA,TALIPARAMBA,India,14,14,8911.00,8911.00,0.000000
IN,MAHARASHTRA,THANE EAST,India,7,8,3753.00,3753.00,0.000000
IN,HARYANA,CHARKHI DADRI,India,5,3,2416.38,1489.00,0.000000
IN,RAJASTHAN,UDAIPURUDIPUR,India,6,6,4183.00,4183.00,0.000000
IN,TAMIL NADU,GUDALUR,India,3,3,1313.00,1313.00,0.000000
IN,TAMIL NADU,TIRUCHIRAPALLI,India,2,2,2274.00,2274.00,0.000000
IN,MADHYA PRADESH,NEAR LAUREL'S INTERNATIONAL SCHOOL,India,2,2,1110.00,1110.00,0.000000
IN,ASSAM,CHARIDUAR,India,2,2,2098.00,2098.00,0.000000
IN,TELANGANA,CHEGUNTA,India,1,1,771.00,771.00,0.000000
IN,MAHARASHTRA,INDAPUR,India,6,5,4248.00,3462.00,0.000000
IN,ASSAM,BALIPARA,India,1,1,486.00,486.00,0.000000
IN,TELANGANA,KOMPALLY,India,7,6,5081.00,4236.00,0.000000
IN,MAHARASHTRA,AKOLE AHMADNAGAR DISTRICT,India,1,1,399.00,399.00,0.000000
IN,MADHYA PRADESH,ORDNANCE FACTORY ITARSI TOWNSHIP,India,2,2,1245.00,1245.00,0.000000
IN,CHHATTISGARH,BADE BACHELI,India,4,4,2586.00,2586.00,0.000000
IN,UTTARAKHAND,MUSSOORIE,India,17,15,8473.67,6766.00,0.000000
IN,KERALA,MAHE,India,1,1,788.00,788.00,0.000000
IN,UTTARAKHAND,SITARGANJ,India,2,2,1167.00,1167.00,0.000000
IN,JAMMU & KASHMIR,VIJAY PORE,India,10,8,8502.19,5840.00,0.000000
IN,GUJARAT,BAYAD,India,3,3,2375.00,1898.00,0.000000
IN,TELANGANA,"BEGUMPET, HYDERABAD",India,1,1,939.00,939.00,0.000000
IN,PUNJAB,"RAJPURA TOWN, DIST PATIALA",India,1,1,545.00,545.00,0.000000
IN,ODISHA,KAMAKSHYANAGAR,India,2,1,1435.00,735.00,0.000000
IN,DELHI,SOUTH DELHI,India,19,18,12337.43,10958.00,0.010000
IN,MAHARASHTRA,DIST THANE,India,4,4,3742.00,3742.00,0.000000
IN,ANDHRA PRADESH,PITHAPURAM,India,2,2,1408.00,1408.00,0.000000
IN,MADHYA PRADESH,SHIVPURI,India,12,11,7108.29,5538.00,0.000000
IN,UTTARAKHAND,LALKUAN,India,1,1,1075.00,1075.00,0.000000
IN,KARNATAKA,"RAMANAGARA TALUK ,BIDADI",India,1,0,986.66,0.00,0.000000
IN,ASSAM,BONGAIGAON IOCL TOWNSHIP,India,1,1,665.00,665.00,0.000000
IN,TAMIL NADU,PERIYANAICKENPALAYAM,India,5,4,2073.00,2073.00,0.000000
IN,TRIPURA,KUMARGHAT,India,6,5,2704.24,1797.00,0.000000
IN,KARNATAKA,SINDHNUR,India,9,6,3946.00,2435.00,0.000000
IN,CHHATTISGARH,PATHALGAON,India,5,5,2851.00,2186.00,0.000000
IN,ANDHRA PRADESH,VEDURUPAKA,India,1,1,471.00,471.00,0.000000
IN,ODISHA,BURLA,India,12,12,9849.00,8663.00,0.000000
IN,TAMIL NADU,VANAVASI,India,1,1,493.00,493.00,0.000000
IN,WEST BENGAL,ANDUL,India,2,2,1163.00,399.00,0.000000
IN,MAHARASHTRA,MAUDA,India,2,2,1275.00,1275.00,0.000000
IN,TELANGANA,"RALLAGUDA BRIDGE, BESIDES MALLIKARJUNA MARBLES AND",India,1,1,771.00,771.00,0.000000
IN,BIHAR,BENIPUR,India,2,1,1112.00,0.00,0.000000
IN,TAMIL NADU,CHERANMADEVI,India,2,1,788.00,788.00,0.000000
IN,KERALA,VADAKARA KOZHIKODE DISTRICT,India,1,1,1126.00,1126.00,0.000000
IN,UTTAR PRADESH,ETAWAH,India,26,25,16146.64,13745.00,0.010000
IN,DELHI,PANDAV NAGAR JANTA GARDEN,India,3,4,2177.00,1588.00,0.000000
IN,DELHI,NEW DELHI (NORTH),India,1,1,693.00,693.00,0.000000
IN,TAMIL NADU,"MELUR, MADURAI (DT)",India,1,1,888.00,888.00,0.000000
IN,MAHARASHTRA,KADEGAON,India,2,2,1660.00,1660.00,0.000000
IN,RAJASTHAN,MAKRANA,India,4,3,1999.00,1999.00,0.000000
IN,TAMIL NADU,ZIONPURAM,India,1,1,301.00,301.00,0.000000
IN,TAMIL NADU,NARASIMHANAICKENPALAYAM,India,17,16,8299.00,8299.00,0.000000
IN,KERALA,ERAVATTUR,India,2,2,938.00,469.00,0.000000
IN,TELANGANA,"HYDERABAD, TELANGANA",India,2,2,939.00,939.00,0.000000
IN,UTTAR PRADESH,BELTHARA ROAD,India,5,5,5210.00,3778.00,0.000000
IN,KARNATAKA,YADGIR,India,8,7,4146.48,3496.00,0.000000
IN,KERALA,NEDUVA,India,6,5,2986.00,2986.00,0.000000
IN,MAHARASHTRA,CHINCHOLI MIDC,India,2,1,696.00,696.00,0.000000
IN,PUNJAB,RAIKOT,India,3,2,1652.00,1652.00,0.000000
IN,MADHYA PRADESH,GUNA,India,23,22,15850.00,15850.00,0.010000
IN,UTTARAKHAND,SATPULI,India,1,1,747.00,747.00,0.000000
IN,KARNATAKA,BASAVAKALYAN,India,5,4,2061.00,2061.00,0.000000
IN,PUNJAB,LUDHIANA PUNJAB INDIA,India,1,1,316.00,316.00,0.000000
IN,ASSAM,DOKMOKA,India,1,1,744.00,744.00,0.000000
IN,ARUNACHAL PRADESH,DOIMUKH,India,1,1,771.00,771.00,0.000000
IN,GUJARAT,NAVSARI SURAT,India,2,0,0.00,0.00,0.000000
IN,KERALA,NGO QUARTERS,India,1,1,801.00,801.00,0.000000
IN,TAMIL NADU,"THIRUGOKARNAM, PUDUKKOTTAI",India,1,1,759.00,759.00,0.000000
IN,KERALA,VANDANAM,India,2,2,329.00,329.00,0.000000
IN,MAHARASHTRA,"MAHIM (WEST), MUMBAI",India,2,2,1247.00,1247.00,0.000000
IN,MAHARASHTRA,LOHGAON PUNE,India,1,1,517.00,0.00,0.000000
IN,UTTAR PRADESH,NAWABGANJ UNNAO DISTRICT,India,3,2,985.00,985.00,0.000000
